
Time;Landmark_name;Landmark_viewPos
7/17/2022 1:38:03 PM;;
7/17/2022 1:40:56 PM;R1L1_Bridge;(0.892, 0.407, 0.968)
7/17/2022 1:40:56 PM;R1L2_Skyscraper1;(0.811, 0.346, 0.932)
7/17/2022 1:40:56 PM;R1L3_Church;(0.526, 0.233, 0.927)
7/17/2022 1:40:56 PM;R1L4_GasStation;(0.516, 0.391, 0.963)
7/17/2022 1:40:56 PM;R1L5_BasketballCourt;(0.186, 0.537, 0.979)
7/17/2022 1:40:56 PM;R1L6_SkyScraper2;(0.368, 0.780, 0.994)
7/17/2022 1:40:56 PM;R1L7_FoodMart;(0.530, 0.720, 0.961)
