
Time;Landmark_name;Landmark_viewPos
7/17/2022 4:59:42 PM;;
7/17/2022 5:01:16 PM;R1L1_Bridge;(0.917, 0.434, 0.885)
7/17/2022 5:01:16 PM;R1L2_Skyscraper1;(0.815, 0.348, 0.882)
7/17/2022 5:01:16 PM;R1L3_Church;(0.564, 0.227, 0.878)
7/17/2022 5:01:16 PM;R1L4_GasStation;(0.519, 0.352, 0.875)
7/17/2022 5:01:16 PM;R1L5_BasketballCourt;(0.181, 0.543, 0.883)
7/17/2022 5:01:16 PM;R1L6_SkyScraper2;(0.393, 0.807, 0.875)
7/17/2022 5:01:16 PM;R1L7_FoodMart;(0.675, 0.558, 0.902)
