Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;XRRigPosition;CameraPosition;GazeHitObject;GazeHitPosition
1054540;1000006177968643631;63789510884737;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054558;1000006178058680423;63789510884825;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054580;1000006178168722053;63789510884937;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054599;1000006178263756008;63789510885037;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054621;1000006178373801365;63789510885148;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054640;1000006178468838155;63789510885237;(-3.298, 0.938, 3.418);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054658;1000006178558870623;63789510885325;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054680;1000006178668916503;63789510885436;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054699;1000006178763953793;63789510885537;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054721;1000006178873993933;63789510885648;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054740;1000006178969026396;63789510885736;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054758;1000006179059063310;63789510885825;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054780;1000006179169106092;63789510885936;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054799;1000006179264139366;63789510886037;(-3.297, 0.937, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054821;1000006179374184132;63789510886147;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054839;1000006179464218295;63789510886237;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054858;1000006179559252001;63789510886325;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054880;1000006179669297472;63789510886436;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054899;1000006179764334584;63789510886537;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054921;1000006179874373939;63789510886661;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054939;1000006179964405032;63789510886745;(-3.298, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054958;1000006180059443382;63789510886835;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054980;1000006180169484550;63789510886935;(-3.299, 0.938, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1054999;1000006180264517296;63789510887035;(-3.297, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055021;1000006180374561613;63789510887147;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055039;1000006180464598105;63789510887236;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055058;1000006180559631652;63789510887381;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055080;1000006180669676828;63789510887490;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055099;1000006180764713822;63789510887550;(-3.297, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055121;1000006180874752874;63789510887648;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055139;1000006180964782900;63789510887757;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055158;1000006181059820871;63789510887868;(-3.298, 0.936, 3.423);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055180;1000006181169861294;63789510887977;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055199;1000006181264894120;63789510888045;(-3.298, 0.936, 3.423);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055221;1000006181374938398;63789510888200;(-3.297, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055239;1000006181464972392;63789510888267;(-3.297, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055258;1000006181560006205;63789510888356;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055280;1000006181670051365;63789510888491;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055299;1000006181765087799;63789510888535;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055321;1000006181875126742;63789510888655;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055339;1000006181965164285;63789510888760;(-3.297, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055358;1000006182060201267;63789510888830;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055380;1000006182170241106;63789510888937;(-3.298, 0.937, 3.419);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055399;1000006182265273269;63789510889036;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055421;1000006182375316703;63789510889148;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055439;1000006182465350297;63789510889236;(-3.298, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055458;1000006182560383529;63789510889326;(-3.298, 0.936, 3.423);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055480;1000006182670428242;63789510889436;(-3.298, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055499;1000006182765464372;63789510889536;(-3.298, 0.936, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055521;1000006182875503216;63789510889648;(-3.297, 0.937, 3.422);(-0.009, -0.664, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055539;1000006182965541203;63789510889737;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055558;1000006183060578535;63789510889836;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055580;1000006183170618199;63789510889947;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055599;1000006183265650322;63789510890036;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055620;1000006183370692453;63789510890137;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055639;1000006183465727671;63789510890237;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055658;1000006183560760708;63789510890336;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055680;1000006183670805440;63789510890437;(-3.298, 0.936, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055699;1000006183765841565;63789510890537;(-3.298, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055720;1000006183870878887;63789510890636;(-3.298, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055739;1000006183965918628;63789510890738;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055758;1000006184060955377;63789510890836;(-3.298, 0.936, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055780;1000006184170995003;63789510890938;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055799;1000006184266034851;63789510891037;(-3.297, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055820;1000006184371075971;63789510891138;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055839;1000006184466111931;63789510891236;(-3.297, 0.936, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055858;1000006184561144574;63789510891334;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055880;1000006184671188963;63789510891447;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055898;1000006184761223400;63789510891536;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055920;1000006184871261827;63789510891646;(-3.298, 0.936, 3.423);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055939;1000006184966300521;63789510891736;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055958;1000006185061336755;63789510891836;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055980;1000006185171375939;63789510891948;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1055998;1000006185261413861;63789510892037;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056020;1000006185371456440;63789510892137;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056039;1000006185466490564;63789510892237;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056058;1000006185561523870;63789510892338;(-3.297, 0.935, 3.425);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056080;1000006185671567195;63789510892448;(-3.297, 0.935, 3.425);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056098;1000006185761600892;63789510892538;(-3.297, 0.935, 3.426);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056120;1000006185871638914;63789510892637;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056139;1000006185966677733;63789510892738;(-3.298, 0.936, 3.423);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056158;1000006186061715384;63789510892837;(-3.298, 0.936, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056180;1000006186171753893;63789510892937;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056198;1000006186261791151;63789510893038;(-3.297, 0.936, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056220;1000006186371833229;63789510893138;(-3.298, 0.936, 3.423);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056239;1000006186466867476;63789510893237;(-3.298, 0.936, 3.424);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056258;1000006186561899426;63789510893337;(-3.298, 0.936, 3.425);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056280;1000006186671942800;63789510893448;(-3.298, 0.936, 3.424);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056298;1000006186761976214;63789510893538;(-3.298, 0.936, 3.425);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056320;1000006186872015619;63789510893649;(-3.298, 0.936, 3.424);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056339;1000006186967053899;63789510893737;(-3.298, 0.936, 3.425);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056358;1000006187062090154;63789510893838;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056380;1000006187172128633;63789510893938;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056398;1000006187262165687;63789510894038;(-3.298, 0.937, 3.420);(-0.010, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056420;1000006187372207731;63789510894138;(-3.298, 0.937, 3.420);(-0.010, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056439;1000006187467241741;63789510894238;(-3.298, 0.938, 3.418);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056458;1000006187562281454;63789510894338;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056480;1000006187672324003;63789510894448;(-3.297, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056498;1000006187762356940;63789510894537;(-3.297, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056520;1000006187872394021;63789510894649;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056539;1000006187967431766;63789510894746;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056558;1000006188062467514;63789510894838;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056580;1000006188172505669;63789510894938;(-3.298, 0.937, 3.419);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056598;1000006188262542540;63789510895049;(-3.297, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056620;1000006188372584311;63789510895148;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056639;1000006188467619043;63789510895237;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056658;1000006188562658865;63789510895337;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056679;1000006188667699291;63789510895437;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056698;1000006188762734179;63789510895537;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056720;1000006188872780369;63789510895650;(-3.298, 0.937, 3.422);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056739;1000006188967818011;63789510895738;(-3.298, 0.937, 3.421);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056758;1000006189062853917;63789510895837;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056779;1000006189167889364;63789510895938;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056798;1000006189262927440;63789510896038;(-3.298, 0.937, 3.420);(-0.010, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056820;1000006189372968218;63789510896149;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056839;1000006189468000949;63789510896280;(-3.297, 0.937, 3.420);(-0.010, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056858;1000006189563040363;63789510896330;(-3.297, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056879;1000006189668084728;63789510896449;(-3.298, 0.937, 3.420);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056898;1000006189763118461;63789510896537;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056920;1000006189873164262;63789510896648;(-3.298, 0.938, 3.419);(-0.009, -0.664, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056939;1000006189968201201;63789510896737;(-3.297, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056958;1000006190063241541;63789510896837;(-3.298, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056979;1000006190168276862;63789510896937;(-3.298, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1056998;1000006190263314111;63789510897109;(-3.298, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057020;1000006190373355580;63789510897145;(-3.298, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057039;1000006190468389915;63789510897270;(-3.298, 0.938, 3.418);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057057;1000006190558425725;63789510897337;(-3.297, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057079;1000006190668466529;63789510897470;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057098;1000006190763501709;63789510897537;(-3.298, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057120;1000006190873545892;63789510897655;(-3.298, 0.938, 3.418);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057139;1000006190968581854;63789510897793;(-3.298, 0.938, 3.418);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057157;1000006191058613808;63789510897834;(-3.298, 0.938, 3.418);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057179;1000006191168650011;63789510897937;(-3.297, 0.938, 3.419);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057198;1000006191263687212;63789510898037;(-3.297, 0.937, 3.420);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057220;1000006191373729768;63789510898148;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057239;1000006191468762139;63789510898237;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057257;1000006191558798269;63789510898326;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057279;1000006191668839436;63789510898437;(-3.297, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057298;1000006191763872692;63789510898538;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057320;1000006191873917416;63789510898648;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057339;1000006191968953612;63789510898737;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057357;1000006192058985666;63789510898828;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057379;1000006192169031048;63789510898937;(-3.297, 0.936, 3.422);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057398;1000006192264069050;63789510899038;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057420;1000006192374112406;63789510899149;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057439;1000006192469144035;63789510899238;(-3.297, 0.937, 3.420);(-0.009, -0.663, 0.009, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057457;1000006192559179710;63789510899327;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057479;1000006192669225552;63789510899437;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1057498;1000006192764257942;63789510899555;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.749);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
