Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;XRRigPosition;CameraPosition;GazeHitObject;GazeHitPosition
1083369;1000006322168222544;63789511029058;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083388;1000006322263261099;63789511029058;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083410;1000006322373304006;63789511029150;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083429;1000006322468337611;63789511029237;(-3.297, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083447;1000006322558375087;63789511029326;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083469;1000006322668417353;63789511029443;(-3.297, 0.935, 3.426);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083488;1000006322763451771;63789511029531;(-3.298, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083510;1000006322873488764;63789511029647;(-3.296, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083529;1000006322968526566;63789511029733;(-3.298, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083547;1000006323058560412;63789511029833;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083569;1000006323168598772;63789511029942;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083588;1000006323263638030;63789511030034;(-3.297, 0.935, 3.426);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083610;1000006323373679628;63789511030149;(-3.298, 0.935, 3.426);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083629;1000006323468713283;63789511030236;(-3.297, 0.936, 3.425);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083647;1000006323558750756;63789511030334;(-3.297, 0.936, 3.425);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083669;1000006323668793414;63789511030438;(-3.298, 0.935, 3.425);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083688;1000006323763828181;63789511030532;(-3.297, 0.935, 3.426);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083710;1000006323873865152;63789511030642;(-3.298, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083729;1000006323968903312;63789511030741;(-3.297, 0.936, 3.425);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083747;1000006324058937102;63789511030831;(-3.297, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083769;1000006324168975068;63789511030943;(-3.297, 0.935, 3.426);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083788;1000006324264013657;63789511031030;(-3.297, 0.936, 3.425);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083810;1000006324374054971;63789511031142;(-3.298, 0.936, 3.424);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083829;1000006324469088173;63789511031242;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083847;1000006324559125400;63789511031331;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083869;1000006324669167530;63789511031442;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083888;1000006324764201857;63789511031531;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083910;1000006324874247988;63789511031642;(-3.297, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083928;1000006324964284815;63789511031732;(-3.298, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083947;1000006325059319427;63789511031831;(-3.297, 0.937, 3.421);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083969;1000006325169356481;63789511031943;(-3.298, 0.937, 3.420);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1083988;1000006325264394676;63789511032031;(-3.297, 0.936, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1084010;1000006325374436323;63789511032141;(-3.298, 0.936, 3.423);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
1084028;1000006325464467678;63789511032236;(-3.298, 0.937, 3.422);(-0.009, -0.663, 0.008, 0.748);INVALID;;;INVALID;;;;INVALID;;;;;;;;;
