
Time,TrialNum,TriggerNum,Referencelandmark,Displaylandmark, GroundTruthDirection, EstDirection, Angle
5/18/2022 3:04:52 PM,0,1,R1L4_GasStation,R1L1_Bridge,(0.987, 0.000, 0.161),(0.542, 0.000, -0.838),66.354
5/18/2022 3:04:57 PM,1,2,R1L4_GasStation,R1L2_Skyscraper1,(0.987, 0.000, 0.161),(0.439, 0.000, -0.898),73.194
5/18/2022 3:04:58 PM,2,3,R1L4_GasStation,R1L3_Church,(0.300, 0.000, -0.943),(0.216, 0.000, -0.975),5.173
5/18/2022 3:05:02 PM,3,4,R1L4_GasStation,R1L5_BasketballCourt,(0.300, 0.000, -0.943),(0.480, 0.000, 0.876),133.629
5/18/2022 3:05:09 PM,4,5,R1L4_GasStation,R1L6_SkyScraper2,(-0.164, 0.000, 0.959),(0.895, 0.000, 0.429),74.055
5/18/2022 3:05:11 PM,5,6,R1L4_GasStation,R1L7_FoodMart,(0.699, 0.000, 0.713),(0.935, 0.000, -0.349),66.074
5/18/2022 3:05:23 PM,6,8,R1L3_Church,R1L1_Bridge,(0.819, 0.000, 0.574),(0.999, 0.000, 0.046),32.393
5/18/2022 3:05:28 PM,7,9,R1L3_Church,R1L2_Skyscraper1,(0.819, 0.000, 0.574),(0.949, 0.000, 0.309),17.000
5/18/2022 3:05:45 PM,8,10,R1L3_Church,R1L4_GasStation,(-0.747, 0.000, 0.665),(-0.970, 0.000, 0.236),28.020
5/18/2022 3:05:48 PM,9,11,R1L3_Church,R1L5_BasketballCourt,(-0.747, 0.000, 0.665),(-0.741, 0.000, 0.667),0.344
5/18/2022 3:05:52 PM,10,12,R1L3_Church,R1L6_SkyScraper2,(-0.311, 0.000, 0.933),(0.556, 0.000, 0.830),52.253
5/18/2022 3:06:06 PM,11,13,R1L3_Church,R1L7_FoodMart,(0.164, 0.000, 0.986),(0.138, 0.000, 0.990),1.505
5/18/2022 3:06:55 PM,12,15,R1L5_BasketballCourt,R1L1_Bridge,(0.996, 0.000, -0.090),(0.701, 0.000, -0.683),39.111
5/18/2022 3:06:56 PM,13,16,R1L5_BasketballCourt,R1L2_Skyscraper1,(0.996, 0.000, -0.090),(0.731, 0.000, -0.675),37.521
5/18/2022 3:06:57 PM,14,17,R1L5_BasketballCourt,R1L3_Church,(0.733, 0.000, -0.677),(0.716, 0.000, -0.623),1.673
5/18/2022 3:07:14 PM,15,18,R1L5_BasketballCourt,R1L4_GasStation,(0.922, 0.000, -0.388),(0.590, 0.000, -0.808),31.034
5/18/2022 3:07:26 PM,16,19,R1L5_BasketballCourt,R1L6_SkyScraper2,(0.527, 0.000, 0.807),(0.537, 0.000, 0.842),0.657
5/18/2022 3:07:29 PM,17,20,R1L5_BasketballCourt,R1L7_FoodMart,(0.995, 0.000, 0.095),(0.993, 0.000, 0.109),0.848
5/18/2022 3:07:36 PM,18,22,R1L2_Skyscraper1,R1L1_Bridge,(0.812, 0.000, 0.584),(-0.375, 0.000, -0.819),150.362
5/18/2022 3:07:44 PM,19,23,R1L2_Skyscraper1,R1L3_Church,(-0.702, 0.000, -0.703),(-0.332, 0.000, -0.943),25.563
5/18/2022 3:07:46 PM,20,24,R1L2_Skyscraper1,R1L4_GasStation,(-0.996, 0.000, 0.093),(-0.823, 0.000, -0.563),39.751
5/18/2022 3:07:47 PM,21,25,R1L2_Skyscraper1,R1L5_BasketballCourt,(-0.996, 0.000, 0.093),(-0.991, 0.000, -0.118),12.125
5/18/2022 3:07:49 PM,22,26,R1L2_Skyscraper1,R1L6_SkyScraper2,(-0.578, 0.000, 0.794),(-0.779, 0.000, 0.625),15.217
5/18/2022 3:07:53 PM,23,27,R1L2_Skyscraper1,R1L7_FoodMart,(-0.496, 0.000, 0.866),(-0.525, 0.000, 0.850),1.882
5/18/2022 3:08:00 PM,24,29,R1L1_Bridge,R1L2_Skyscraper1,(-0.840, 0.000, 0.539),(-0.877, 0.000, -0.479),61.331
5/18/2022 3:08:03 PM,25,30,R1L1_Bridge,R1L3_Church,(-0.711, 0.000, -0.698),(-0.795, 0.000, -0.598),7.544
5/18/2022 3:08:06 PM,26,31,R1L1_Bridge,R1L4_GasStation,(-0.994, 0.000, -0.106),(-0.937, 0.000, -0.343),13.995
5/18/2022 3:08:11 PM,27,32,R1L1_Bridge,R1L5_BasketballCourt,(-0.994, 0.000, -0.106),(-0.991, 0.000, -0.135),1.665
5/18/2022 3:08:16 PM,28,33,R1L1_Bridge,R1L6_SkyScraper2,(-0.705, 0.000, 0.684),(-0.999, 0.000, 0.040),41.792
5/18/2022 3:08:19 PM,29,34,R1L1_Bridge,R1L7_FoodMart,(-0.840, 0.000, 0.539),(-0.968, 0.000, 0.251),18.125
5/18/2022 3:08:28 PM,30,36,R1L6_SkyScraper2,R1L1_Bridge,(0.846, 0.000, -0.533),(0.999, 0.000, 0.047),34.898
5/18/2022 3:08:36 PM,31,37,R1L6_SkyScraper2,R1L2_Skyscraper1,(0.846, 0.000, -0.533),(0.995, 0.000, 0.098),37.836
5/18/2022 3:08:38 PM,32,38,R1L6_SkyScraper2,R1L3_Church,(0.318, 0.000, -0.947),(0.990, 0.000, -0.137),63.611
5/18/2022 3:08:40 PM,33,39,R1L6_SkyScraper2,R1L4_GasStation,(0.254, 0.000, -0.967),(0.879, 0.000, -0.475),46.909
5/18/2022 3:08:43 PM,34,40,R1L6_SkyScraper2,R1L5_BasketballCourt,(0.254, 0.000, -0.967),(0.927, 0.000, -0.372),53.440
5/18/2022 3:08:48 PM,35,41,R1L6_SkyScraper2,R1L7_FoodMart,(0.807, 0.000, -0.590),(0.991, 0.000, 0.137),44.029
5/18/2022 3:09:02 PM,36,43,R1L7_FoodMart,R1L1_Bridge,(0.912, 0.000, -0.409),(0.693, 0.000, -0.715),21.777
5/18/2022 3:09:04 PM,37,44,R1L7_FoodMart,R1L2_Skyscraper1,(0.912, 0.000, -0.409),(0.397, 0.000, -0.917),42.432
5/18/2022 3:09:06 PM,38,45,R1L7_FoodMart,R1L3_Church,(-0.169, 0.000, -0.982),(-0.137, 0.000, -0.990),1.904
5/18/2022 3:09:07 PM,39,46,R1L7_FoodMart,R1L4_GasStation,(-0.732, 0.000, -0.681),(-0.399, 0.000, -0.917),23.594
5/18/2022 3:09:08 PM,40,47,R1L7_FoodMart,R1L5_BasketballCourt,(-0.732, 0.000, -0.681),(-0.807, 0.000, -0.590),6.748
5/18/2022 3:09:10 PM,41,48,R1L7_FoodMart,R1L6_SkyScraper2,(-0.568, 0.000, 0.768),(-0.996, 0.000, -0.065),57.284
