
Time;Landmark_name;Landmark_viewPos
7/11/2022 12:25:13 PM;;
7/11/2022 12:26:33 PM;R2L1_Bridge;(0.895, 0.448, 0.945)
7/11/2022 12:26:33 PM;R2L2_Billboard;(0.628, 0.512, 0.972)
7/11/2022 12:26:33 PM;R2L3_Church;(0.640, 0.785, 0.958)
7/11/2022 12:26:33 PM;R2L4_FireStation;(0.453, 0.622, 0.955)
7/11/2022 12:26:33 PM;R2L5_SkyScraper1;(0.294, 0.446, 0.961)
7/11/2022 12:26:33 PM;R2L6_LionStatue;(0.384, 0.293, 0.952)
7/11/2022 12:26:33 PM;R2L7_SkyScraper2;(0.589, 0.315, 0.965)
