
Time;Landmark_name;Landmark_viewPos
7/18/2022 11:16:26 AM;;
7/18/2022 11:18:11 AM;R2L1_Bridge;(0.892, 0.432, 0.898)
7/18/2022 11:18:11 AM;R2L2_Billboard;(0.674, 0.467, 0.918)
7/18/2022 11:18:11 AM;R2L3_Church;(0.666, 0.749, 0.956)
7/18/2022 11:18:11 AM;R2L4_FireStation;(0.440, 0.606, 0.951)
7/18/2022 11:18:11 AM;R2L5_SkyScraper1;(0.276, 0.610, 0.950)
7/18/2022 11:18:11 AM;R2L6_LionStatue;(0.373, 0.251, 0.911)
7/18/2022 11:18:11 AM;R2L7_SkyScraper2;(0.552, 0.251, 0.915)
