
Time;Landmark_name;Landmark_viewPos
7/6/2022 5:34:35 PM;;
7/6/2022 5:39:59 PM;R1L1_Bridge;(0.863, 0.442, 0.850)
7/6/2022 5:39:59 PM;R1L2_Skyscraper1;(0.581, 0.344, 0.920)
7/6/2022 5:39:59 PM;R1L3_Church;(0.196, 0.539, 0.930)
7/6/2022 5:39:59 PM;R1L4_GasStation;(0.270, 0.684, 0.958)
7/6/2022 5:39:59 PM;R1L5_BasketballCourt;(0.450, 0.833, 0.921)
7/6/2022 5:39:59 PM;R1L6_SkyScraper2;(0.583, 0.720, 0.883)
7/6/2022 5:39:59 PM;R1L7_FoodMart;(0.715, 0.585, 0.903)
