
Time;Landmark_name;Landmark_viewPos
7/6/2022 3:26:51 PM;;
7/6/2022 3:29:22 PM;R2L1_Bridge;(0.917, 0.470, 0.952)
7/6/2022 3:29:22 PM;R2L2_Billboard;(0.618, 0.522, 0.976)
7/6/2022 3:29:22 PM;R2L3_Church;(0.629, 0.820, 0.946)
7/6/2022 3:29:22 PM;R2L4_FireStation;(0.479, 0.669, 0.942)
7/6/2022 3:29:22 PM;R2L5_SkyScraper1;(0.183, 0.558, 0.964)
7/6/2022 3:29:22 PM;R2L6_LionStatue;(0.399, 0.217, 0.956)
7/6/2022 3:29:22 PM;R2L7_SkyScraper2;(0.583, 0.307, 0.945)
