
Time;Landmark_name;Landmark_viewPos
7/18/2022 11:59:37 AM;;
7/18/2022 12:01:00 PM;R1L1_Bridge;(0.908, 0.416, 0.918)
7/18/2022 12:01:00 PM;R1L2_Skyscraper1;(0.814, 0.353, 0.916)
7/18/2022 12:01:00 PM;R1L3_Church;(0.693, 0.223, 0.928)
7/18/2022 12:01:00 PM;R1L4_GasStation;(0.525, 0.348, 0.924)
7/18/2022 12:01:00 PM;R1L5_BasketballCourt;(0.179, 0.551, 0.880)
7/18/2022 12:01:00 PM;R1L6_SkyScraper2;(0.419, 0.792, 0.926)
7/18/2022 12:01:00 PM;R1L7_FoodMart;(0.683, 0.587, 0.937)
