
Time;Landmark_name;Landmark_viewPos
7/1/2022 1:51:53 PM;;
7/1/2022 1:53:19 PM;R2L1_Bridge;(0.952, 0.448, 1.020)
7/1/2022 1:53:19 PM;R2L2_Billboard;(0.719, 0.520, 1.017)
7/1/2022 1:53:19 PM;R2L3_Church;(0.605, 0.816, 1.015)
7/1/2022 1:53:19 PM;R2L4_FireStation;(0.414, 0.664, 1.027)
7/1/2022 1:53:19 PM;R2L5_SkyScraper1;(0.176, 0.540, 1.025)
7/1/2022 1:53:19 PM;R2L6_LionStatue;(0.397, 0.211, 1.011)
7/1/2022 1:53:19 PM;R2L7_SkyScraper2;(0.590, 0.292, 1.007)
