
Time;Landmark_name;Landmark_viewPos
7/17/2022 3:56:18 PM;;
7/17/2022 3:57:39 PM;R2L1_Bridge;(0.893, 0.449, 0.896)
7/17/2022 3:57:39 PM;R2L2_Billboard;(0.668, 0.455, 0.892)
7/17/2022 3:57:39 PM;R2L3_Church;(0.675, 0.758, 0.873)
7/17/2022 3:57:39 PM;R2L4_FireStation;(0.497, 0.614, 0.903)
7/17/2022 3:57:39 PM;R2L5_SkyScraper1;(0.256, 0.626, 0.904)
7/17/2022 3:57:39 PM;R2L6_LionStatue;(0.360, 0.271, 0.875)
7/17/2022 3:57:39 PM;R2L7_SkyScraper2;(0.538, 0.350, 0.898)
