
Time;Landmark_name;Landmark_viewPos
5/30/2022 12:34:29 PM;R1L1_Bridge;(0.925, 0.437, 284.000)
5/30/2022 12:34:29 PM;R1L2_SkyScraper1;(0.873, 0.343, 199.000)
5/30/2022 12:34:29 PM;R1L3_Church;(0.595, 0.132, 265.600)
5/30/2022 12:34:29 PM;R1L4_GasStation;(0.482, 0.381, 285.000)
5/30/2022 12:34:29 PM;R1L5_BaseballCourt;(0.146, 0.508, 286.500)
5/30/2022 12:34:29 PM;R1L6_SkyScraper2;(0.434, 0.871, 214.000)
5/30/2022 12:34:29 PM;R1L7_FoodMart;(0.698, 0.551, 279.000)
