Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5860484;1000114196624499467;63789618902784;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.023);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.046, -0.100, -0.994);VALID;(-0.037, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06354884;VALID;(-0.110, 0.009, 0.994);(0.034, 0.000, 0.000);0.06421213;0.4561095;0.7939137;None;(0.000, 0.000, 0.000)
5860485;1000114196629491375;63789618902784;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.023);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.046, -0.100, -0.994);VALID;(-0.037, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.0635986;VALID;(-0.110, 0.009, 0.994);(0.034, 0.000, 0.000);0.06424093;0.4561322;0.7931036;None;(0.000, 0.000, 0.000)
5860486;1000114196634493206;63789618902784;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.023);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.046, -0.100, -0.994);VALID;(-0.037, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06366646;VALID;(-0.110, 0.009, 0.994);(0.034, 0.000, 0.000);0.06423077;0.4563364;0.771005;None;(0.000, 0.000, 0.000)
5860487;1000114196639495165;63789618902796;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.046, -0.099, -0.994);VALID;(-0.037, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06394725;VALID;(-0.110, 0.009, 0.994);(0.034, 0.000, 0.000);0.06427877;0.4567533;0.7684506;None;(0.000, 0.000, 0.000)
5860488;1000114196644497252;63789618902796;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.046, -0.099, -0.994);VALID;(-0.036, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06397232;VALID;(-0.109, 0.008, 0.994);(0.034, 0.000, 0.000);0.06424055;0.4579217;0.7317525;None;(0.000, 0.000, 0.000)
5860489;1000114196649499466;63789618902806;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.045, -0.100, -0.994);VALID;(-0.036, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06385353;VALID;(-0.109, 0.008, 0.994);(0.034, 0.000, 0.000);0.0642935;0.4592236;0.7276369;None;(0.000, 0.000, 0.000)
5860490;1000114196654501808;63789618902806;(-0.717, 1.633, 2.757);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.717, 1.633, 2.757);(0.045, -0.100, -0.994);VALID;(-0.035, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06380117;VALID;(-0.108, 0.008, 0.994);(0.034, 0.000, 0.000);0.0642994;0.4600661;0.7180441;None;(0.000, 0.000, 0.000)
5860491;1000114196659504277;63789618902817;(-0.718, 1.633, 2.758);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.718, 1.633, 2.758);(0.045, -0.100, -0.994);VALID;(-0.035, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06368428;VALID;(-0.108, 0.008, 0.994);(0.034, 0.000, 0.000);0.06426959;0.4619552;0.7131208;None;(0.000, 0.000, 0.000)
5860492;1000114196664506874;63789618902817;(-0.718, 1.633, 2.758);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.718, 1.633, 2.758);(0.045, -0.100, -0.994);VALID;(-0.034, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06385996;VALID;(-0.107, 0.008, 0.994);(0.034, 0.000, 0.000);0.06425494;0.4642692;0.7025819;None;(0.000, 0.000, 0.000)
5860493;1000114196669509517;63789618902829;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.100, -0.994);VALID;(-0.034, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06391384;VALID;(-0.106, 0.008, 0.994);(0.034, 0.000, 0.000);0.06415924;0.4673125;0.7099268;None;(0.000, 0.000, 0.000)
5860494;1000114196674512015;63789618902829;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.100, -0.994);VALID;(-0.034, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06390007;VALID;(-0.105, 0.008, 0.994);(0.034, 0.000, 0.000);0.06413184;0.470889;0.7242193;None;(0.000, 0.000, 0.000)
5860495;1000114196679514369;63789618902829;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.050, 0.022);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.100, -0.994);VALID;(-0.033, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06393733;VALID;(-0.104, 0.007, 0.995);(0.034, 0.000, 0.000);0.06410277;0.4739948;0.734638;None;(0.000, 0.000, 0.000)
5860496;1000114196684516578;63789618902840;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.101, -0.994);VALID;(-0.033, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06394341;VALID;(-0.103, 0.007, 0.995);(0.034, 0.000, 0.000);0.06406447;0.4782652;0.753103;None;(0.000, 0.000, 0.000)
5860497;1000114196689518646;63789618902840;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.101, -0.994);VALID;(-0.032, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06395537;VALID;(-0.101, 0.007, 0.995);(0.034, 0.000, 0.000);0.06402828;0.4828263;0.7613517;None;(0.000, 0.000, 0.000)
5860498;1000114196694520571;63789618902851;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.101, -0.994);VALID;(-0.032, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06402154;VALID;(-0.100, 0.006, 0.995);(0.034, 0.000, 0.000);0.06408833;0.4865226;0.8046899;None;(0.000, 0.000, 0.000)
5860499;1000114196699522355;63789618902851;(-0.718, 1.632, 2.758);(-0.008, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.101, -0.994);VALID;(-0.032, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06422754;VALID;(-0.100, 0.006, 0.995);(0.034, 0.000, 0.000);0.06414207;0.490258;0.8113039;None;(0.000, 0.000, 0.000)
5860500;1000114196704523997;63789618902862;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.102, -0.994);VALID;(-0.032, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06425273;VALID;(-0.099, 0.006, 0.995);(0.034, 0.000, 0.000);0.06415912;0.4931258;0.8042799;None;(0.000, 0.000, 0.000)
5860501;1000114196709514950;63789618902862;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.044, -0.102, -0.994);VALID;(-0.031, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06419154;VALID;(-0.099, 0.005, 0.995);(0.034, 0.000, 0.000);0.06416539;0.4953628;0.8462469;None;(0.000, 0.000, 0.000)
5860502;1000114196714507085;63789618902873;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.102, -0.994);VALID;(-0.031, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06418672;VALID;(-0.098, 0.005, 0.995);(0.034, 0.000, 0.000);0.06424138;0.4962847;0.8938097;None;(0.000, 0.000, 0.000)
5860503;1000114196719508869;63789618902873;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.102, -0.994);VALID;(-0.031, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06421764;VALID;(-0.098, 0.004, 0.995);(0.034, 0.000, 0.000);0.06424911;0.4969904;0.9489321;None;(0.000, 0.000, 0.000)
5860504;1000114196724510783;63789618902884;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.102, -0.994);VALID;(-0.031, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.0644027;VALID;(-0.098, 0.004, 0.995);(0.034, 0.000, 0.000);0.06423717;0.4985168;0.9439671;None;(0.000, 0.000, 0.000)
5860505;1000114196729512825;63789618902884;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.102, -0.994);VALID;(-0.031, 0.004, 1.000);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06452896;VALID;(-0.098, 0.004, 0.995);(0.034, 0.000, 0.000);0.06423054;0.4996711;0.9779772;None;(0.000, 0.000, 0.000)
5860506;1000114196734514993;63789618902884;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.051, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.102, -0.994);VALID;(-0.031, 0.004, 1.000);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.0645286;VALID;(-0.098, 0.003, 0.995);(0.034, 0.000, 0.000);0.06424552;0.5000793;0.9743932;None;(0.000, 0.000, 0.000)
5860507;1000114196739517289;63789618902895;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.103, -0.994);VALID;(-0.031, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06460701;VALID;(-0.098, 0.003, 0.995);(0.034, 0.000, 0.000);0.06419495;0.4994963;0.9980224;None;(0.000, 0.000, 0.000)
5860508;1000114196744519712;63789618902895;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.103, -0.994);VALID;(-0.032, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06458661;VALID;(-0.098, 0.003, 0.995);(0.034, 0.000, 0.000);0.0641837;0.4990741;0.9985431;None;(0.000, 0.000, 0.000)
5860509;1000114196749522261;63789618902907;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.103, -0.994);VALID;(-0.032, 0.003, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06463846;VALID;(-0.098, 0.002, 0.995);(0.034, 0.000, 0.000);0.06416498;0.498947;1;None;(0.000, 0.000, 0.000)
5860510;1000114196754524829;63789618902907;(-0.718, 1.632, 2.758);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.758);(0.043, -0.103, -0.994);VALID;(-0.032, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06466835;VALID;(-0.099, 0.003, 0.995);(0.034, 0.000, 0.000);0.06417768;0.496435;0.9296455;None;(0.000, 0.000, 0.000)
5860511;1000114196759527252;63789618902918;(-0.718, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.759);(0.043, -0.103, -0.994);VALID;(-0.032, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.003, 0.999);(-0.034, 0.000, 0.000);0.06465653;VALID;(-0.099, 0.003, 0.995);(0.034, 0.000, 0.000);0.06418652;0.4949558;0.9188476;None;(0.000, 0.000, 0.000)
5860512;1000114196764529533;63789618902918;(-0.718, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.718, 1.632, 2.759);(0.043, -0.103, -0.994);VALID;(-0.032, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06468885;VALID;(-0.100, 0.003, 0.995);(0.034, 0.000, 0.000);0.0642228;0.4944912;0.9012163;None;(0.000, 0.000, 0.000)
5860513;1000114196769531670;63789618902929;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.043, -0.104, -0.994);VALID;(-0.033, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06469695;VALID;(-0.100, 0.004, 0.995);(0.034, 0.000, 0.000);0.06424524;0.4938532;0.8673266;None;(0.000, 0.000, 0.000)
5860514;1000114196774533664;63789618902929;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.043, -0.104, -0.994);VALID;(-0.033, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06469257;VALID;(-0.101, 0.004, 0.995);(0.034, 0.000, 0.000);0.06428673;0.4923427;0.8429446;None;(0.000, 0.000, 0.000)
5860515;1000114196779535517;63789618902929;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.043, -0.104, -0.994);VALID;(-0.033, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06470638;VALID;(-0.101, 0.004, 0.995);(0.034, 0.000, 0.000);0.0644627;0.4916493;0.8298669;None;(0.000, 0.000, 0.000)
5860516;1000114196784537228;63789618902940;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.042, -0.104, -0.994);VALID;(-0.034, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06465067;VALID;(-0.102, 0.004, 0.995);(0.034, 0.000, 0.000);0.06443692;0.4891981;0.7767594;None;(0.000, 0.000, 0.000)
5860517;1000114196789538798;63789618902940;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.052, 0.021);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.042, -0.104, -0.994);VALID;(-0.034, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06513957;VALID;(-0.104, 0.004, 0.995);(0.034, 0.000, 0.000);0.06450963;0.4846205;0.7727013;None;(0.000, 0.000, 0.000)
5860518;1000114196794529679;63789618902951;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.020);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.041, -0.105, -0.994);VALID;(-0.035, 0.004, 0.999);(0.000, 0.000, 0.000);VALID;(0.034, 0.004, 0.999);(-0.034, 0.000, 0.000);0.06521735;VALID;(-0.105, 0.004, 0.995);(0.034, 0.000, 0.000);0.06458915;0.4811896;0.731117;None;(0.000, 0.000, 0.000)
5860519;1000114196799531302;63789618902951;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.020);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.041, -0.105, -0.994);VALID;(-0.035, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.034, 0.005, 0.999);(-0.034, 0.000, 0.000);0.0650889;VALID;(-0.106, 0.005, 0.994);(0.034, 0.000, 0.000);0.06464993;0.4765113;0.6930814;None;(0.000, 0.000, 0.000)
5860520;1000114196804533055;63789618902962;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.020);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.041, -0.105, -0.994);VALID;(-0.035, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.0651113;VALID;(-0.107, 0.005, 0.994);(0.034, 0.000, 0.000);0.0647742;0.4729835;0.6837854;None;(0.000, 0.000, 0.000)
5860521;1000114196809534938;63789618902962;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.020);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.041, -0.105, -0.994);VALID;(-0.036, 0.005, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06496291;VALID;(-0.108, 0.006, 0.994);(0.034, 0.000, 0.000);0.06479874;0.4682521;0.6759137;None;(0.000, 0.000, 0.000)
5860522;1000114196814536947;63789618902973;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.019);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.039, -0.106, -0.994);VALID;(-0.036, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06499167;VALID;(-0.109, 0.006, 0.994);(0.034, 0.000, 0.000);0.06497983;0.4656815;0.6554263;None;(0.000, 0.000, 0.000)
5860523;1000114196819539085;63789618902973;(-0.719, 1.632, 2.759);(-0.009, 0.998, -0.053, 0.019);(0.000, 0.000, 0.000);(-0.719, 1.632, 2.759);(0.039, -0.106, -0.994);VALID;(-0.036, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06501216;VALID;(-0.110, 0.007, 0.994);(0.034, 0.000, 0.000);0.0649481;0.4635559;0.6422163;None;(0.000, 0.000, 0.000)
5860524;1000114196824541351;63789618902984;(-0.720, 1.632, 2.759);(-0.009, 0.998, -0.054, 0.018);(0.000, 0.000, 0.000);(-0.720, 1.632, 2.759);(0.036, -0.107, -0.994);VALID;(-0.036, 0.006, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06491921;VALID;(-0.110, 0.007, 0.994);(0.034, 0.000, 0.000);0.06505866;0.4615499;0.6404328;None;(0.000, 0.000, 0.000)
5860525;1000114196829543745;63789618902984;(-0.720, 1.632, 2.759);(-0.009, 0.998, -0.054, 0.018);(0.000, 0.000, 0.000);(-0.720, 1.632, 2.759);(0.036, -0.107, -0.994);VALID;(-0.037, 0.007, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.0649736;VALID;(-0.111, 0.008, 0.994);(0.034, 0.000, 0.000);0.06519838;0.4588269;0.6376175;None;(0.000, 0.000, 0.000)
5860526;1000114196834546265;63789618902984;(-0.720, 1.632, 2.759);(-0.009, 0.998, -0.054, 0.018);(0.000, 0.000, 0.000);(-0.720, 1.632, 2.759);(0.036, -0.107, -0.994);VALID;(-0.037, 0.007, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06501229;VALID;(-0.111, 0.009, 0.994);(0.034, 0.000, 0.000);0.06531318;0.4569268;0.6436032;None;(0.000, 0.000, 0.000)
5860527;1000114196839548749;63789618902995;(-0.720, 1.632, 2.759);(-0.009, 0.998, -0.054, 0.017);(0.000, 0.000, 0.000);(-0.720, 1.632, 2.759);(0.034, -0.107, -0.994);VALID;(-0.037, 0.007, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06512531;VALID;(-0.112, 0.009, 0.994);(0.034, 0.000, 0.000);0.06537502;0.4552495;0.6424479;None;(0.000, 0.000, 0.000)
5860528;1000114196844551091;63789618902995;(-0.720, 1.632, 2.759);(-0.009, 0.998, -0.054, 0.017);(0.000, 0.000, 0.000);(-0.720, 1.632, 2.759);(0.034, -0.107, -0.994);VALID;(-0.037, 0.007, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06500782;VALID;(-0.112, 0.010, 0.994);(0.034, 0.000, 0.000);0.06532255;0.4537225;0.628444;None;(0.000, 0.000, 0.000)
5860529;1000114196849553289;63789618903006;(-0.721, 1.632, 2.760);(-0.010, 0.998, -0.054, 0.015);(0.000, 0.000, 0.000);(-0.721, 1.632, 2.760);(0.031, -0.108, -0.994);VALID;(-0.037, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.035, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06504448;VALID;(-0.112, 0.010, 0.994);(0.034, 0.000, 0.000);0.06533242;0.4521808;0.7220771;None;(0.000, 0.000, 0.000)
5860530;1000114196854555342;63789618903006;(-0.721, 1.632, 2.760);(-0.010, 0.998, -0.054, 0.015);(0.000, 0.000, 0.000);(-0.721, 1.632, 2.760);(0.031, -0.108, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06508312;VALID;(-0.113, 0.010, 0.994);(0.034, 0.000, 0.000);0.06530813;0.4506126;0.7162666;None;(0.000, 0.000, 0.000)
5860531;1000114196859557254;63789618903017;(-0.721, 1.632, 2.760);(-0.010, 0.998, -0.054, 0.013);(0.000, 0.000, 0.000);(-0.721, 1.632, 2.760);(0.027, -0.108, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.005, 0.999);(-0.034, 0.000, 0.000);0.0650363;VALID;(-0.113, 0.011, 0.994);(0.034, 0.000, 0.000);0.06539222;0.4489289;0.7260904;None;(0.000, 0.000, 0.000)
5860532;1000114196864559024;63789618903017;(-0.721, 1.632, 2.760);(-0.010, 0.998, -0.054, 0.013);(0.000, 0.000, 0.000);(-0.721, 1.632, 2.760);(0.027, -0.108, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06509205;VALID;(-0.113, 0.011, 0.994);(0.034, 0.000, 0.000);0.06540094;0.4471997;0.7518005;None;(0.000, 0.000, 0.000)
5860533;1000114196869560653;63789618903028;(-0.722, 1.632, 2.760);(-0.010, 0.998, -0.055, 0.011);(0.000, 0.000, 0.000);(-0.722, 1.632, 2.760);(0.023, -0.109, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06507321;VALID;(-0.114, 0.011, 0.993);(0.034, 0.000, 0.000);0.06556069;0.4450974;0.7661862;None;(0.000, 0.000, 0.000)
5860534;1000114196874562141;63789618903028;(-0.722, 1.632, 2.760);(-0.010, 0.998, -0.055, 0.011);(0.000, 0.000, 0.000);(-0.722, 1.632, 2.760);(0.023, -0.109, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.036, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06510175;VALID;(-0.114, 0.012, 0.993);(0.034, 0.000, 0.000);0.06564958;0.4435315;0.7849644;None;(0.000, 0.000, 0.000)
5860535;1000114196879552707;63789618903039;(-0.723, 1.632, 2.760);(-0.010, 0.998, -0.055, 0.008);(0.000, 0.000, 0.000);(-0.723, 1.632, 2.760);(0.018, -0.109, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06505799;VALID;(-0.115, 0.012, 0.993);(0.034, 0.000, 0.000);0.06566308;0.4409355;0.8521208;None;(0.000, 0.000, 0.000)
5860536;1000114196884554278;63789618903039;(-0.723, 1.632, 2.760);(-0.010, 0.998, -0.055, 0.008);(0.000, 0.000, 0.000);(-0.723, 1.632, 2.760);(0.018, -0.109, -0.994);VALID;(-0.036, 0.008, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06505239;VALID;(-0.115, 0.013, 0.993);(0.034, 0.000, 0.000);0.06571516;0.4391141;0.8732756;None;(0.000, 0.000, 0.000)
5860537;1000114196889555979;63789618903039;(-0.723, 1.632, 2.760);(-0.010, 0.998, -0.055, 0.008);(0.000, 0.000, 0.000);(-0.723, 1.632, 2.760);(0.018, -0.109, -0.994);VALID;(-0.036, 0.009, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06514025;VALID;(-0.116, 0.013, 0.993);(0.034, 0.000, 0.000);0.06573613;0.4374211;0.9128066;None;(0.000, 0.000, 0.000)
5860538;1000114196894557809;63789618903050;(-0.723, 1.632, 2.760);(-0.011, 0.998, -0.055, 0.006);(0.000, 0.000, 0.000);(-0.723, 1.632, 2.760);(0.012, -0.109, -0.994);VALID;(-0.036, 0.009, 0.999);(0.000, 0.000, 0.000);VALID;(0.037, 0.005, 0.999);(-0.034, 0.000, 0.000);0.06516686;VALID;(-0.116, 0.013, 0.993);(0.034, 0.000, 0.000);0.06574274;0.4346234;0.9654935;None;(0.000, 0.000, 0.000)
