Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5885178;1000114320141163256;63789619026298;(-0.893, 1.622, 2.858);(-0.007, 0.998, -0.046, 0.052);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.858);(0.104, -0.090, -0.990);VALID;(-0.168, 0.021, 0.985);(0.000, 0.000, 0.000);VALID;(-0.152, 0.017, 0.988);(-0.034, 0.000, 0.000);0.05986798;VALID;(-0.301, 0.026, 0.953);(0.034, 0.000, 0.000);0.05502307;0.426609;0.2592667;Distance Text Near;(-0.805, 1.602, 2.570)
5885179;1000114320146165857;63789619026298;(-0.893, 1.622, 2.858);(-0.007, 0.998, -0.046, 0.052);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.858);(0.104, -0.090, -0.990);VALID;(-0.171, 0.021, 0.985);(0.000, 0.000, 0.000);VALID;(-0.155, 0.016, 0.988);(-0.034, 0.000, 0.000);0.05988498;VALID;(-0.306, 0.026, 0.952);(0.034, 0.000, 0.000);0.05499803;0.4200291;0.2396481;Distance Text Near;(-0.805, 1.602, 2.570)
5885180;1000114320151168449;63789619026320;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.091, -0.991);VALID;(-0.173, 0.021, 0.985);(0.000, 0.000, 0.000);VALID;(-0.158, 0.016, 0.987);(-0.034, 0.000, 0.000);0.05982187;VALID;(-0.309, 0.026, 0.951);(0.034, 0.000, 0.000);0.05504455;0.4165969;0.2422502;Distance Text Near;(-0.805, 1.602, 2.570)
5885181;1000114320156171033;63789619026320;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.091, -0.991);VALID;(-0.176, 0.021, 0.984);(0.000, 0.000, 0.000);VALID;(-0.161, 0.016, 0.987);(-0.034, 0.000, 0.000);0.0597729;VALID;(-0.312, 0.026, 0.950);(0.034, 0.000, 0.000);0.05503763;0.4156032;0.2356112;Distance Text Near;(-0.805, 1.602, 2.570)
5885182;1000114320161173609;63789619026320;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.091, -0.991);VALID;(-0.179, 0.021, 0.984);(0.000, 0.000, 0.000);VALID;(-0.164, 0.016, 0.986);(-0.034, 0.000, 0.000);0.05970089;VALID;(-0.315, 0.026, 0.949);(0.034, 0.000, 0.000);0.05506052;0.416639;0.2179613;Distance Text Near;(-0.805, 1.602, 2.570)
5885183;1000114320166176095;63789619026320;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.091, -0.991);VALID;(-0.181, 0.021, 0.983);(0.000, 0.000, 0.000);VALID;(-0.167, 0.016, 0.986);(-0.034, 0.000, 0.000);0.05965023;VALID;(-0.317, 0.026, 0.948);(0.034, 0.000, 0.000);0.05509709;0.4171994;0.2585033;Distance Text Near;(-0.805, 1.602, 2.570)
5885184;1000114320171178437;63789619026342;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.092, -0.990);VALID;(-0.183, 0.021, 0.983);(0.000, 0.000, 0.000);VALID;(-0.169, 0.016, 0.985);(-0.034, 0.000, 0.000);0.05954663;VALID;(-0.319, 0.026, 0.947);(0.034, 0.000, 0.000);0.05512718;0.4180765;0.2716097;Distance Text Near;(-0.805, 1.602, 2.570)
5885185;1000114320176180636;63789619026342;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.092, -0.990);VALID;(-0.185, 0.021, 0.982);(0.000, 0.000, 0.000);VALID;(-0.171, 0.016, 0.985);(-0.034, 0.000, 0.000);0.05942917;VALID;(-0.321, 0.025, 0.947);(0.034, 0.000, 0.000);0.05512262;0.4180691;0.2586969;Distance Text Near;(-0.805, 1.602, 2.570)
5885186;1000114320181182693;63789619026342;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.092, -0.990);VALID;(-0.187, 0.021, 0.982);(0.000, 0.000, 0.000);VALID;(-0.173, 0.016, 0.985);(-0.034, 0.000, 0.000);0.05934532;VALID;(-0.324, 0.025, 0.946);(0.034, 0.000, 0.000);0.055114;0.4135894;0.2513781;Distance Text Near;(-0.805, 1.602, 2.570)
5885187;1000114320186184607;63789619026342;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.092, -0.990);VALID;(-0.188, 0.021, 0.982);(0.000, 0.000, 0.000);VALID;(-0.175, 0.016, 0.985);(-0.034, 0.000, 0.000);0.05914579;VALID;(-0.326, 0.025, 0.945);(0.034, 0.000, 0.000);0.05464534;0.4127951;0.2632802;Distance Text Near;(-0.805, 1.602, 2.570)
5885188;1000114320191186380;63789619026342;(-0.893, 1.622, 2.859);(-0.007, 0.998, -0.046, 0.051);(0.000, 0.000, 0.000);(-0.893, 1.622, 2.859);(0.103, -0.092, -0.990);VALID;(-0.190, 0.021, 0.982);(0.000, 0.000, 0.000);VALID;(-0.176, 0.016, 0.984);(-0.034, 0.000, 0.000);0.05898063;VALID;(-0.326, 0.025, 0.945);(0.034, 0.000, 0.000);0.0546336;0.4165124;0.245176;Distance Text Near;(-0.805, 1.602, 2.570)
5885189;1000114320196188121;63789619026364;(-0.892, 1.622, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.622, 2.860);(0.102, -0.092, -0.990);VALID;(-0.191, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.177, 0.016, 0.984);(-0.034, 0.000, 0.000);0.05888608;VALID;(-0.327, 0.025, 0.945);(0.034, 0.000, 0.000);0.05460223;0.4189527;0.2408957;Distance Text Near;(-0.805, 1.601, 2.571)
5885190;1000114320201181099;63789619026364;(-0.892, 1.622, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.622, 2.860);(0.102, -0.092, -0.990);VALID;(-0.192, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.178, 0.016, 0.984);(-0.034, 0.000, 0.000);0.05873971;VALID;(-0.327, 0.025, 0.945);(0.034, 0.000, 0.000);0.05453813;0.4213841;0.23266;Distance Text Near;(-0.805, 1.601, 2.571)
5885191;1000114320206175784;63789619026364;(-0.892, 1.622, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.622, 2.860);(0.102, -0.092, -0.990);VALID;(-0.193, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.179, 0.016, 0.984);(-0.034, 0.000, 0.000);0.05860205;VALID;(-0.327, 0.025, 0.945);(0.034, 0.000, 0.000);0.05438985;0.4228086;0.2312004;Distance Text Near;(-0.805, 1.601, 2.571)
5885192;1000114320211177856;63789619026364;(-0.892, 1.622, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.622, 2.860);(0.102, -0.092, -0.990);VALID;(-0.194, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.180, 0.016, 0.984);(-0.034, 0.000, 0.000);0.05846398;VALID;(-0.327, 0.024, 0.945);(0.034, 0.000, 0.000);0.05428535;0.4241514;0.2206761;Distance Text Near;(-0.805, 1.601, 2.571)
5885193;1000114320216180055;63789619026405;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.195, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.181, 0.017, 0.983);(-0.034, 0.000, 0.000);0.05834457;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05420908;0.4252325;0.2161116;Distance Text Near;(-0.804, 1.601, 2.571)
5885194;1000114320221182383;63789619026405;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.195, 0.021, 0.981);(0.000, 0.000, 0.000);VALID;(-0.181, 0.017, 0.983);(-0.034, 0.000, 0.000);0.05824768;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05405878;0.4256571;0.202465;Distance Text Near;(-0.804, 1.601, 2.571)
5885195;1000114320226184836;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.196, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.182, 0.017, 0.983);(-0.034, 0.000, 0.000);0.05818918;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.0540205;0.4261548;0.7659106;Distance Text Near;(-0.804, 1.601, 2.571)
5885196;1000114320231187416;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.196, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.182, 0.017, 0.983);(-0.034, 0.000, 0.000);0.05808867;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05390593;0.4264413;0.7979912;Distance Text Near;(-0.804, 1.601, 2.571)
5885197;1000114320236189988;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.197, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.182, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05797093;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05393693;0.4266431;0.8365908;Distance Text Near;(-0.804, 1.601, 2.571)
5885198;1000114320241192551;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.197, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.183, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05785936;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.0539281;0.4270879;0.8654064;Distance Text Near;(-0.804, 1.601, 2.571)
5885199;1000114320246195079;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.197, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.183, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05774144;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05369282;0.4261995;0.84848;Distance Text Near;(-0.804, 1.601, 2.571)
5885200;1000114320251197464;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.197, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.183, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05759116;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05363873;0.4262232;0.8352541;Distance Text Near;(-0.804, 1.601, 2.571)
5885201;1000114320256199705;63789619026406;(-0.892, 1.621, 2.860);(-0.007, 0.998, -0.047, 0.051);(0.000, 0.000, 0.000);(-0.892, 1.621, 2.860);(0.102, -0.094, -0.990);VALID;(-0.197, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.183, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05744347;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.0537187;0.4257283;0.8527507;Distance Text Near;(-0.804, 1.601, 2.571)
5885202;1000114320261201803;63789619026412;(-0.891, 1.621, 2.861);(-0.007, 0.998, -0.048, 0.051);(0.000, 0.000, 0.000);(-0.891, 1.621, 2.861);(0.102, -0.095, -0.990);VALID;(-0.198, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.184, 0.018, 0.983);(-0.034, 0.000, 0.000);0.05732266;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05364249;0.4241903;0.8537877;Distance Text Near;(-0.804, 1.600, 2.572)
5885203;1000114320266203759;63789619026435;(-0.891, 1.621, 2.861);(-0.007, 0.997, -0.049, 0.050);(0.000, 0.000, 0.000);(-0.891, 1.621, 2.861);(0.101, -0.098, -0.990);VALID;(-0.198, 0.021, 0.980);(0.000, 0.000, 0.000);VALID;(-0.184, 0.018, 0.983);(-0.034, 0.000, 0.000);0.0572129;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05362066;0.4246737;0.8352661;Distance Text Near;(-0.803, 1.599, 2.572)
5885204;1000114320271205574;63789619026435;(-0.891, 1.621, 2.861);(-0.007, 0.997, -0.049, 0.050);(0.000, 0.000, 0.000);(-0.891, 1.621, 2.861);(0.101, -0.098, -0.990);VALID;(-0.198, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.184, 0.019, 0.983);(-0.034, 0.000, 0.000);0.05707714;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05344601;0.4258201;0.8392438;Distance Text Near;(-0.803, 1.599, 2.572)
5885205;1000114320276207273;63789619026435;(-0.891, 1.621, 2.861);(-0.007, 0.997, -0.049, 0.050);(0.000, 0.000, 0.000);(-0.891, 1.621, 2.861);(0.101, -0.098, -0.990);VALID;(-0.198, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.184, 0.019, 0.983);(-0.034, 0.000, 0.000);0.05695935;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05336926;0.4258577;0.820479;Distance Text Near;(-0.803, 1.599, 2.572)
5885206;1000114320281208967;63789619026435;(-0.891, 1.621, 2.861);(-0.007, 0.997, -0.049, 0.050);(0.000, 0.000, 0.000);(-0.891, 1.621, 2.861);(0.101, -0.098, -0.990);VALID;(-0.199, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.019, 0.983);(-0.034, 0.000, 0.000);0.05687489;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05315813;0.4269035;0.7916349;Distance Text Near;(-0.803, 1.599, 2.572)
5885207;1000114320286202026;63789619026457;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.050, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.099, -0.990);VALID;(-0.199, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.019, 0.983);(-0.034, 0.000, 0.000);0.05664901;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.0530455;0.4279151;0.8109189;Distance Text Near;(-0.802, 1.598, 2.573)
5885208;1000114320291203936;63789619026457;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.050, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.099, -0.990);VALID;(-0.200, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.020, 0.983);(-0.034, 0.000, 0.000);0.05646782;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.0529055;0.4284663;0.8340466;Distance Text Near;(-0.802, 1.598, 2.573)
5885209;1000114320296205976;63789619026457;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.050, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.099, -0.990);VALID;(-0.200, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.020, 0.982);(-0.034, 0.000, 0.000);0.05639988;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05285129;0.4292496;0.8428903;Distance Text Near;(-0.802, 1.598, 2.573)
5885210;1000114320301208144;63789619026457;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.050, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.099, -0.990);VALID;(-0.200, 0.022, 0.979);(0.000, 0.000, 0.000);VALID;(-0.186, 0.020, 0.982);(-0.034, 0.000, 0.000);0.05628931;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05273771;0.4302938;0.8345402;Distance Text Near;(-0.802, 1.598, 2.573)
5885211;1000114320306210441;63789619026457;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.050, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.099, -0.990);VALID;(-0.201, 0.022, 0.979);(0.000, 0.000, 0.000);VALID;(-0.186, 0.020, 0.982);(-0.034, 0.000, 0.000);0.05624036;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.05249177;0.4314092;0.8066433;Distance Text Near;(-0.802, 1.598, 2.573)
5885212;1000114320311212867;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.022, 0.979);(0.000, 0.000, 0.000);VALID;(-0.186, 0.020, 0.982);(-0.034, 0.000, 0.000);0.05615661;VALID;(-0.331, 0.024, 0.943);(0.034, 0.000, 0.000);0.0522297;0.4314652;0.7735633;Distance Text Near;(-0.802, 1.598, 2.573)
5885213;1000114320316221261;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.022, 0.980);(0.000, 0.000, 0.000);VALID;(-0.186, 0.021, 0.982);(-0.034, 0.000, 0.000);0.05602782;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05208361;0.4314397;0.7912872;Distance Text Near;(-0.802, 1.598, 2.573)
5885214;1000114320321223765;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.021, 0.982);(-0.034, 0.000, 0.000);0.05588393;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.052059;0.431484;0.7960884;Distance Text Near;(-0.802, 1.598, 2.573)
5885215;1000114320326226262;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.021, 0.982);(-0.034, 0.000, 0.000);0.05573347;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05198912;0.4320433;0.7943481;Distance Text Near;(-0.802, 1.598, 2.573)
5885216;1000114320331228670;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.021, 0.982);(-0.034, 0.000, 0.000);0.0555878;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05181292;0.4328399;0.7765906;Distance Text Near;(-0.802, 1.598, 2.573)
5885217;1000114320336230934;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.022, 0.982);(-0.034, 0.000, 0.000);0.05550277;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05171677;0.4334404;0.7799687;Distance Text Near;(-0.802, 1.598, 2.573)
5885218;1000114320341233056;63789619026492;(-0.890, 1.620, 2.862);(-0.006, 0.997, -0.051, 0.050);(0.000, 0.000, 0.000);(-0.890, 1.620, 2.862);(0.100, -0.101, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.022, 0.982);(-0.034, 0.000, 0.000);0.05542914;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05140988;0.434007;0.7700999;Distance Text Near;(-0.802, 1.598, 2.573)
5885219;1000114320346235036;63789619026498;(-0.889, 1.620, 2.863);(-0.005, 0.997, -0.052, 0.049);(0.000, 0.000, 0.000);(-0.889, 1.620, 2.863);(0.099, -0.103, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.022, 0.982);(-0.034, 0.000, 0.000);0.05533455;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05133484;0.4353708;0.7618192;Distance Text Near;(-0.802, 1.597, 2.574)
5885220;1000114320351236877;63789619026518;(-0.889, 1.620, 2.863);(-0.004, 0.997, -0.052, 0.049);(0.000, 0.000, 0.000);(-0.889, 1.620, 2.863);(0.098, -0.104, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.022, 0.982);(-0.034, 0.000, 0.000);0.05527538;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05124954;0.437044;0.7742595;Distance Text Near;(-0.801, 1.597, 2.574)
5885221;1000114320356238578;63789619026518;(-0.889, 1.620, 2.863);(-0.004, 0.997, -0.052, 0.049);(0.000, 0.000, 0.000);(-0.889, 1.620, 2.863);(0.098, -0.104, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.022, 0.982);(-0.034, 0.000, 0.000);0.05521789;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05124278;0.4381303;0.7611975;Distance Text Near;(-0.801, 1.597, 2.574)
5885222;1000114320361240165;63789619026518;(-0.889, 1.620, 2.863);(-0.004, 0.997, -0.052, 0.049);(0.000, 0.000, 0.000);(-0.889, 1.620, 2.863);(0.098, -0.104, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.023, 0.982);(-0.034, 0.000, 0.000);0.05517401;VALID;(-0.327, 0.024, 0.945);(0.034, 0.000, 0.000);0.05129872;0.4397318;0.7686461;Distance Text Near;(-0.801, 1.597, 2.574)
5885223;1000114320366241747;63789619026518;(-0.889, 1.620, 2.863);(-0.004, 0.997, -0.052, 0.049);(0.000, 0.000, 0.000);(-0.889, 1.620, 2.863);(0.098, -0.104, -0.990);VALID;(-0.200, 0.023, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.023, 0.982);(-0.034, 0.000, 0.000);0.05508304;VALID;(-0.327, 0.024, 0.945);(0.034, 0.000, 0.000);0.05124357;0.4416812;0.7823138;Distance Text Near;(-0.801, 1.597, 2.574)
5885224;1000114320371234284;63789619026540;(-0.888, 1.620, 2.864);(-0.003, 0.997, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.888, 1.620, 2.864);(0.097, -0.103, -0.990);VALID;(-0.199, 0.024, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.023, 0.982);(-0.034, 0.000, 0.000);0.05501383;VALID;(-0.327, 0.024, 0.945);(0.034, 0.000, 0.000);0.05122156;0.4404902;0.7582247;Distance Text Near;(-0.799, 1.598, 2.575)
5885225;1000114320376236137;63789619026540;(-0.888, 1.620, 2.864);(-0.003, 0.997, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.888, 1.620, 2.864);(0.097, -0.103, -0.990);VALID;(-0.200, 0.024, 0.980);(0.000, 0.000, 0.000);VALID;(-0.185, 0.023, 0.982);(-0.034, 0.000, 0.000);0.05477633;VALID;(-0.327, 0.025, 0.945);(0.034, 0.000, 0.000);0.05136518;0.4410037;0.7212008;Distance Text Near;(-0.799, 1.598, 2.575)
5885226;1000114320381238119;63789619026540;(-0.888, 1.620, 2.864);(-0.003, 0.997, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.888, 1.620, 2.864);(0.097, -0.103, -0.990);VALID;(-0.202, 0.025, 0.979);(0.000, 0.000, 0.000);VALID;(-0.188, 0.024, 0.982);(-0.034, 0.000, 0.000);0.05495242;VALID;(-0.328, 0.025, 0.944);(0.034, 0.000, 0.000);0.05008893;0.4481806;0.3497721;Distance Text Near;(-0.799, 1.598, 2.575)
5885227;1000114320386240230;63789619026540;(-0.888, 1.620, 2.864);(-0.003, 0.997, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.888, 1.620, 2.864);(0.097, -0.103, -0.990);VALID;(-0.205, 0.025, 0.978);(0.000, 0.000, 0.000);VALID;(-0.191, 0.025, 0.981);(-0.034, 0.000, 0.000);0.05465974;VALID;(-0.328, 0.025, 0.944);(0.034, 0.000, 0.000);0.05060935;0.4576235;0.3374706;Distance Text Near;(-0.799, 1.598, 2.575)
5885228;1000114320391242469;63789619026562;(-0.887, 1.620, 2.865);(-0.002, 0.998, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.887, 1.620, 2.865);(0.096, -0.103, -0.990);VALID;(-0.209, 0.026, 0.978);(0.000, 0.000, 0.000);VALID;(-0.196, 0.026, 0.980);(-0.034, 0.000, 0.000);0.05454049;VALID;(-0.330, 0.026, 0.944);(0.034, 0.000, 0.000);0.05076262;0.465113;0.3032972;Distance Text Near;(-0.794, 1.599, 2.576)
5885229;1000114320396244836;63789619026563;(-0.887, 1.620, 2.865);(-0.002, 0.998, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.887, 1.620, 2.865);(0.096, -0.103, -0.990);VALID;(-0.212, 0.027, 0.977);(0.000, 0.000, 0.000);VALID;(-0.200, 0.028, 0.979);(-0.034, 0.000, 0.000);0.05440361;VALID;(-0.332, 0.026, 0.943);(0.034, 0.000, 0.000);0.05085439;0.4721881;0.2905956;Distance Text Near;(-0.794, 1.599, 2.576)
5885230;1000114320401252709;63789619026563;(-0.887, 1.620, 2.865);(-0.002, 0.998, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.887, 1.620, 2.865);(0.096, -0.103, -0.990);VALID;(-0.216, 0.028, 0.976);(0.000, 0.000, 0.000);VALID;(-0.204, 0.029, 0.978);(-0.034, 0.000, 0.000);0.05432407;VALID;(-0.334, 0.027, 0.942);(0.034, 0.000, 0.000);0.05057313;0.4785121;0.3133817;Distance Text Near;(-0.794, 1.599, 2.576)
5885231;1000114320406255156;63789619026563;(-0.887, 1.620, 2.865);(-0.002, 0.998, -0.052, 0.048);(0.000, 0.000, 0.000);(-0.887, 1.620, 2.865);(0.096, -0.103, -0.990);VALID;(-0.220, 0.029, 0.975);(0.000, 0.000, 0.000);VALID;(-0.208, 0.031, 0.978);(-0.034, 0.000, 0.000);0.05431131;VALID;(-0.336, 0.027, 0.941);(0.034, 0.000, 0.000);0.05063555;0.4835789;0.3573012;Distance Text Near;(-0.794, 1.599, 2.576)
