Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;XRRigPosition;CameraGlobalPosition;CameraForward;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability;GazeHitObject;GazeHitPosition
5884676;1000114317630261282;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06186463;VALID;(-0.298, 0.028, 0.954);(0.034, 0.000, 0.000);0.05728847;1.113328;0.8766263;Distance Text Near;(-0.779, 1.605, 2.571)
5884677;1000114317635261801;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06200456;VALID;(-0.298, 0.029, 0.954);(0.034, 0.000, 0.000);0.05729405;1.113235;0.886497;Distance Text Near;(-0.779, 1.605, 2.571)
5884678;1000114317640262317;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06203616;VALID;(-0.298, 0.029, 0.954);(0.034, 0.000, 0.000);0.05734611;1.109512;0.8973905;Distance Text Near;(-0.779, 1.605, 2.571)
5884679;1000114317645262830;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06207518;VALID;(-0.298, 0.029, 0.954);(0.034, 0.000, 0.000);0.05740794;1.107934;0.9326628;Distance Text Near;(-0.779, 1.605, 2.571)
5884680;1000114317650263344;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06209577;VALID;(-0.298, 0.029, 0.954);(0.034, 0.000, 0.000);0.05743895;1.107427;0.9453165;Distance Text Near;(-0.779, 1.605, 2.571)
5884681;1000114317655263911;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.030, 0.970);(-0.034, 0.000, 0.000);0.06212255;VALID;(-0.298, 0.030, 0.954);(0.034, 0.000, 0.000);0.05742347;1.106744;0.9880786;Distance Text Near;(-0.779, 1.605, 2.571)
5884682;1000114317660264585;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06217566;VALID;(-0.298, 0.030, 0.954);(0.034, 0.000, 0.000);0.05744943;1.105195;0.977816;Distance Text Near;(-0.779, 1.605, 2.571)
5884683;1000114317665265257;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06223056;VALID;(-0.298, 0.030, 0.954);(0.034, 0.000, 0.000);0.05743288;1.104748;0.9712044;Distance Text Near;(-0.779, 1.605, 2.571)
5884684;1000114317670269389;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.258, 0.030, 0.966);(0.000, 0.000, 0.000);VALID;(-0.242, 0.031, 0.970);(-0.034, 0.000, 0.000);0.06235761;VALID;(-0.299, 0.030, 0.954);(0.034, 0.000, 0.000);0.05798516;1.098995;0.8744954;Distance Text Near;(-0.779, 1.605, 2.571)
5884685;1000114317675273506;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.259, 0.030, 0.965);(0.000, 0.000, 0.000);VALID;(-0.243, 0.030, 0.970);(-0.034, 0.000, 0.000);0.06287676;VALID;(-0.300, 0.029, 0.953);(0.034, 0.000, 0.000);0.05717717;1.078921;0.7561386;Distance Text Near;(-0.779, 1.605, 2.571)
5884686;1000114317680277609;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.261, 0.029, 0.965);(0.000, 0.000, 0.000);VALID;(-0.245, 0.030, 0.969);(-0.034, 0.000, 0.000);0.06299517;VALID;(-0.303, 0.029, 0.953);(0.034, 0.000, 0.000);0.05737076;1.07253;0.6078458;Distance Text Near;(-0.779, 1.605, 2.571)
5884687;1000114317685281698;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.265, 0.029, 0.964);(0.000, 0.000, 0.000);VALID;(-0.248, 0.029, 0.968);(-0.034, 0.000, 0.000);0.06339368;VALID;(-0.306, 0.029, 0.952);(0.034, 0.000, 0.000);0.05738188;1.078956;0.5295626;Distance Text Near;(-0.779, 1.605, 2.571)
5884688;1000114317690285773;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.268, 0.029, 0.963);(0.000, 0.000, 0.000);VALID;(-0.252, 0.029, 0.967);(-0.034, 0.000, 0.000);0.06348944;VALID;(-0.310, 0.028, 0.950);(0.034, 0.000, 0.000);0.05737391;1.077141;0.5360457;Distance Text Near;(-0.779, 1.605, 2.571)
5884689;1000114317695289807;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.272, 0.028, 0.962);(0.000, 0.000, 0.000);VALID;(-0.256, 0.029, 0.966);(-0.034, 0.000, 0.000);0.06355931;VALID;(-0.312, 0.028, 0.950);(0.034, 0.000, 0.000);0.05734928;1.096458;0.5150115;Distance Text Near;(-0.779, 1.605, 2.571)
5884690;1000114317700290287;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.275, 0.028, 0.961);(0.000, 0.000, 0.000);VALID;(-0.260, 0.028, 0.965);(-0.034, 0.000, 0.000);0.06358715;VALID;(-0.314, 0.028, 0.949);(0.034, 0.000, 0.000);0.05735338;1.13444;0.4975899;Distance Text Near;(-0.779, 1.605, 2.571)
5884691;1000114317705294253;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.278, 0.028, 0.960);(0.000, 0.000, 0.000);VALID;(-0.263, 0.028, 0.964);(-0.034, 0.000, 0.000);0.06362597;VALID;(-0.316, 0.027, 0.948);(0.034, 0.000, 0.000);0.05737055;1.162728;0.5161713;Distance Text Near;(-0.779, 1.605, 2.571)
5884692;1000114317710294747;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.280, 0.027, 0.960);(0.000, 0.000, 0.000);VALID;(-0.265, 0.028, 0.964);(-0.034, 0.000, 0.000);0.06364464;VALID;(-0.318, 0.027, 0.948);(0.034, 0.000, 0.000);0.05736353;1.16988;0.5150025;Distance Text Near;(-0.779, 1.605, 2.571)
5884693;1000114317715295239;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.283, 0.027, 0.959);(0.000, 0.000, 0.000);VALID;(-0.268, 0.027, 0.963);(-0.034, 0.000, 0.000);0.06366047;VALID;(-0.320, 0.027, 0.947);(0.034, 0.000, 0.000);0.05732786;1.184218;0.48733;Distance Text Near;(-0.779, 1.605, 2.571)
5884694;1000114317720295729;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.285, 0.027, 0.958);(0.000, 0.000, 0.000);VALID;(-0.270, 0.027, 0.963);(-0.034, 0.000, 0.000);0.06369117;VALID;(-0.321, 0.027, 0.947);(0.034, 0.000, 0.000);0.05730334;1.194424;0.485808;Distance Text Near;(-0.779, 1.605, 2.571)
5884695;1000114317725296217;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.286, 0.027, 0.958);(0.000, 0.000, 0.000);VALID;(-0.271, 0.027, 0.962);(-0.034, 0.000, 0.000);0.0637138;VALID;(-0.322, 0.027, 0.946);(0.034, 0.000, 0.000);0.05734149;1.199437;0.4663819;Distance Text Near;(-0.779, 1.605, 2.571)
5884696;1000114317730296704;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.288, 0.027, 0.957);(0.000, 0.000, 0.000);VALID;(-0.273, 0.027, 0.962);(-0.034, 0.000, 0.000);0.06371535;VALID;(-0.323, 0.026, 0.946);(0.034, 0.000, 0.000);0.05733347;1.216939;0.4532082;Distance Text Near;(-0.779, 1.605, 2.571)
5884697;1000114317735297190;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.289, 0.026, 0.957);(0.000, 0.000, 0.000);VALID;(-0.274, 0.027, 0.961);(-0.034, 0.000, 0.000);0.06378417;VALID;(-0.324, 0.026, 0.946);(0.034, 0.000, 0.000);0.05731393;2;0.4458079;Distance Text Near;(-0.779, 1.605, 2.571)
5884698;1000114317740297726;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.290, 0.026, 0.957);(0.000, 0.000, 0.000);VALID;(-0.275, 0.027, 0.961);(-0.034, 0.000, 0.000);0.06382336;VALID;(-0.325, 0.025, 0.946);(0.034, 0.000, 0.000);0.0573393;2;0.447576;Distance Text Near;(-0.779, 1.605, 2.571)
5884699;1000114317745298314;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.291, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.276, 0.027, 0.961);(-0.034, 0.000, 0.000);0.06384628;VALID;(-0.325, 0.025, 0.945);(0.034, 0.000, 0.000);0.05735538;2;0.4278791;Distance Text Near;(-0.779, 1.605, 2.571)
5884700;1000114317750302363;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.292, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.277, 0.027, 0.961);(-0.034, 0.000, 0.000);0.06387648;VALID;(-0.326, 0.025, 0.945);(0.034, 0.000, 0.000);0.0573543;2;0.4209601;Distance Text Near;(-0.779, 1.605, 2.571)
5884701;1000114317755306398;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.292, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.277, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06389688;VALID;(-0.326, 0.025, 0.945);(0.034, 0.000, 0.000);0.05735753;2;0.4468176;Distance Text Near;(-0.779, 1.605, 2.571)
5884702;1000114317760310420;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.293, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.278, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06391463;VALID;(-0.327, 0.025, 0.945);(0.034, 0.000, 0.000);0.05737306;2;0.4443588;Distance Text Near;(-0.779, 1.605, 2.571)
5884703;1000114317765314428;63789619024209;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.293, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.278, 0.027, 0.960);(-0.034, 0.000, 0.000);0.0639567;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05733469;1.220183;0.5565903;Distance Text Near;(-0.779, 1.605, 2.571)
5884704;1000114317770318422;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.293, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.278, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06401403;VALID;(-0.328, 0.024, 0.944);(0.034, 0.000, 0.000);0.05737359;1.220005;0.6827089;Distance Text Near;(-0.779, 1.605, 2.571)
5884705;1000114317775322401;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.294, 0.026, 0.956);(0.000, 0.000, 0.000);VALID;(-0.279, 0.027, 0.960);(-0.034, 0.000, 0.000);0.0641205;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05736768;1.208988;0.8244432;Distance Text Near;(-0.779, 1.605, 2.571)
5884706;1000114317780326340;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.294, 0.026, 0.955);(0.000, 0.000, 0.000);VALID;(-0.279, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06417584;VALID;(-0.329, 0.024, 0.944);(0.034, 0.000, 0.000);0.05731428;1.205854;0.9125129;Distance Text Near;(-0.779, 1.605, 2.571)
5884707;1000114317785326777;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.294, 0.026, 0.955);(0.000, 0.000, 0.000);VALID;(-0.279, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06430348;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05733814;1.204984;0.9149141;Distance Text Near;(-0.779, 1.605, 2.571)
5884708;1000114317790327213;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.294, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.279, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06428217;VALID;(-0.330, 0.024, 0.944);(0.034, 0.000, 0.000);0.05735914;1.206103;0.9307326;Distance Text Near;(-0.779, 1.605, 2.571)
5884709;1000114317795327648;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.279, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06427222;VALID;(-0.330, 0.023, 0.944);(0.034, 0.000, 0.000);0.05739351;1.2034;0.9623468;Distance Text Near;(-0.779, 1.605, 2.571)
5884710;1000114317800328082;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.027, 0.960);(-0.034, 0.000, 0.000);0.0642755;VALID;(-0.330, 0.023, 0.944);(0.034, 0.000, 0.000);0.05740994;1.206268;0.9698868;Distance Text Near;(-0.779, 1.605, 2.571)
5884711;1000114317805328514;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06430099;VALID;(-0.329, 0.023, 0.944);(0.034, 0.000, 0.000);0.05740593;2;0.9653551;Distance Text Near;(-0.779, 1.605, 2.571)
5884712;1000114317810328946;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.027, 0.960);(-0.034, 0.000, 0.000);0.06430639;VALID;(-0.329, 0.023, 0.944);(0.034, 0.000, 0.000);0.05741452;2;1;Distance Text Near;(-0.779, 1.605, 2.571)
5884713;1000114317815329376;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.025, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.026, 0.960);(-0.034, 0.000, 0.000);0.06432372;VALID;(-0.329, 0.023, 0.944);(0.034, 0.000, 0.000);0.05741873;2;0.9911242;Distance Text Near;(-0.779, 1.605, 2.571)
5884714;1000114317820329805;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.024, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.026, 0.960);(-0.034, 0.000, 0.000);0.06433737;VALID;(-0.329, 0.022, 0.944);(0.034, 0.000, 0.000);0.05743141;2;0.9912108;Distance Text Near;(-0.779, 1.605, 2.571)
5884715;1000114317825330312;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.024, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.026, 0.960);(-0.034, 0.000, 0.000);0.06434522;VALID;(-0.330, 0.022, 0.944);(0.034, 0.000, 0.000);0.05745622;1.218808;0.9980984;Distance Text Near;(-0.779, 1.605, 2.571)
5884716;1000114317830330845;63789619024210;(-0.892, 1.620, 2.859);(-0.006, 0.998, -0.038, 0.041);(0.000, 0.000, 0.000);(-0.892, 1.620, 2.859);(0.083, -0.076, -0.994);VALID;(-0.295, 0.024, 0.955);(0.000, 0.000, 0.000);VALID;(-0.280, 0.026, 0.960);(-0.034, 0.000, 0.000);0.06435844;VALID;(-0.329, 0.021, 0.944);(0.034, 0.000, 0.000);0.05745835;2;1;Distance Text Near;(-0.779, 1.605, 2.571)
