
Time;Landmark_name;Landmark_viewPos
7/7/2022 4:25:48 PM;;
7/7/2022 4:28:40 PM;R2L1_Bridge;(0.903, 0.475, 0.950)
7/7/2022 4:28:40 PM;R2L2_Billboard;(0.615, 0.514, 0.916)
7/7/2022 4:28:40 PM;R2L3_Church;(0.657, 0.825, 0.951)
7/7/2022 4:28:40 PM;R2L4_FireStation;(0.482, 0.676, 0.928)
7/7/2022 4:28:40 PM;R2L5_SkyScraper1;(0.196, 0.593, 0.900)
7/7/2022 4:28:40 PM;R2L6_LionStatue;(0.344, 0.216, 0.947)
7/7/2022 4:28:40 PM;R2L7_SkyScraper2;(0.549, 0.244, 0.913)
