
Time;Landmark_name;Landmark_viewPos
7/15/2022 2:51:58 PM;;
7/15/2022 2:53:32 PM;R1L1_Bridge;(0.902, 0.436, 0.907)
7/15/2022 2:53:32 PM;R1L2_Skyscraper1;(0.813, 0.253, 0.948)
7/15/2022 2:53:32 PM;R1L3_Church;(0.536, 0.250, 0.948)
7/15/2022 2:53:32 PM;R1L4_GasStation;(0.218, 0.464, 0.944)
7/15/2022 2:53:32 PM;R1L5_BasketballCourt;(0.356, 0.653, 0.944)
7/15/2022 2:53:32 PM;R1L6_SkyScraper2;(0.528, 0.785, 0.972)
7/15/2022 2:53:32 PM;R1L7_FoodMart;(0.676, 0.560, 0.986)
