
Time;Landmark_name;Landmark_viewPos
7/7/2022 5:25:43 PM;;
7/7/2022 5:28:08 PM;R1L1_Bridge;(0.918, 0.369, 0.878)
7/7/2022 5:28:08 PM;R1L2_Skyscraper1;(0.714, 0.297, 0.894)
7/7/2022 5:28:08 PM;R1L3_Church;(0.474, 0.375, 0.918)
7/7/2022 5:28:08 PM;R1L4_GasStation;(0.139, 0.513, 0.890)
7/7/2022 5:28:08 PM;R1L5_BasketballCourt;(0.312, 0.702, 0.852)
7/7/2022 5:28:08 PM;R1L6_SkyScraper2;(0.538, 0.839, 0.928)
7/7/2022 5:28:08 PM;R1L7_FoodMart;(0.715, 0.583, 0.907)
