
Time;Landmark_name;Landmark_viewPos
7/22/2022 2:18:37 PM;;
7/22/2022 2:21:08 PM;R2L1_Bridge;(0.928, 0.450, 0.895)
7/22/2022 2:21:08 PM;R2L2_Billboard;(0.683, 0.476, 0.895)
7/22/2022 2:21:08 PM;R2L3_Church;(0.693, 0.766, 0.891)
7/22/2022 2:21:08 PM;R2L4_FireStation;(0.537, 0.636, 0.899)
7/22/2022 2:21:08 PM;R2L5_SkyScraper1;(0.249, 0.614, 0.914)
7/22/2022 2:21:08 PM;R2L6_LionStatue;(0.362, 0.273, 0.893)
7/22/2022 2:21:08 PM;R2L7_SkyScraper2;(0.545, 0.245, 0.899)
