
Time;Landmark_name;Landmark_viewPos
7/6/2022 6:24:14 PM;;
7/6/2022 6:25:42 PM;R2L1_Bridge;(0.881, 0.478, 0.873)
7/6/2022 6:25:42 PM;R2L2_Billboard;(0.644, 0.531, 0.872)
7/6/2022 6:25:42 PM;R2L3_Church;(0.605, 0.811, 0.957)
7/6/2022 6:25:42 PM;R2L4_FireStation;(0.482, 0.680, 0.914)
7/6/2022 6:25:42 PM;R2L5_SkyScraper1;(0.190, 0.541, 0.961)
7/6/2022 6:25:42 PM;R2L6_LionStatue;(0.330, 0.362, 0.918)
7/6/2022 6:25:42 PM;R2L7_SkyScraper2;(0.556, 0.295, 0.951)
